"paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","Observation_ID","experiment_ID","experiment_ID_coded","group_ID","group_ID_coded","repeated_trait_ID","repeated_trait_ID_coded","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","Hypothesis","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","sd_experiment","type_measure_dispersion_experiment","n_experiment","effective_n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","sd_control","type_measure_dispersion_control","n_control","effective_n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control","fitness_proxy_cleaned","geary_control","geary_trt","geary_test","count","SMDH","SMDH_variance","SMDH_sign"
"GNM_001","included",NA,"mean and variance","Gladalski M.; Banbura M.; Kalinski A.; Markowski M.; Skwarska J.; Wawrzyniak J.; Zielinski P.; Banbura J.","2020","Lodz_Poland","1",1,"GNM_001_1",1,"GNM_001_1",1,"GNM_001_1_1","Cyanistes caeruleus","Lavandula angustifolia, Achillea millefolium, Helichrysum italicum","grass",1,0,1,"PCH",123.1,"mean",2.3,9.48314293892062,"SE",17,17,115.2,"mean",2.4,9.6,"SE",16,16,"hemoglobin concentration","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"First paragraph ""field and experimental procedures"" for sample sizes and fig1. legend for mean and SE",NA,"c","JMGS","I considered that the only data available providing evidence for testing one of our hypothesis (DH) or more especifically parental care hypothesis was the concentration of hemoglobin for which the primary data was provided.","SD","control_plant_species : grass (Poaceae spp.) and not blank ; comparision_type: 1 - non-aromatic control since they add grass (Poaceae spp.) to control nests; nest_reuse: n (authors say they clean nests before every breeding season); n_experiment and n_control: Authors use 3 nestling from each nest to take measurements and use repeated measures in a mixed model. The mean value comes from 17*3 and 16*3 individuals respectively for treatment and control group.","no","yes","yes",1,1,"hemoglobin_measure",47.2615384615385,52.7460617517328,"pass",46,0.807878726492919,0.131212439059035,0.807878726492919
"GNM_001","included",NA,"mean and variance","Gladalski M.; Banbura M.; Kalinski A.; Markowski M.; Skwarska J.; Wawrzyniak J.; Zielinski P.; Banbura J.","2020","Lodz_Poland","2",1,"GNM_001_1",1,"GNM_001_1",2,"GNM_001_1_2","Cyanistes caeruleus","Lavandula angustifolia, Achillea millefolium, Helichrysum italicum","grass",1,1,1,"both",8.77,"mean",1.68,1.68,"SD",17,17,8.25,"mean",1.88,1.88,"SD",16,16,"number of nestlings","Reproduction","include","We considered this a proxy of general fitness because we cannot separate the mechanistic hypothesis for it i.e. we cannot say why the number of nestlings would be different in groups with GNM, it could be that the female invests more into the eggs, nestlings. It could also be male provides more food or parental care because of the higher quality of females (honest signalling by females suggested in Blue Tits in Tomas et al 2013). But it could also be because of the protective effects or health benefits of GNM.",1,NA,NA,NA,NA,NA,NA,NA,"First paragraph ""Field and experimental procedures""",NA,"c","JMGS",NA,"SD","I am not sure if this should be used but the value is similar to nestling number/hatching success that we have extracted in other cases. Does not fit courtship hypothesis but the number of nestling could also be effected by parasitic load etc. We do not know when the estimate was taken so weather closer to hatching or fledgeling.","no","yes","yes",1,1,"number_of_nestling",17.2831423895254,21.2116569262711,"pass",69,0.285066636659043,0.122554786795645,0.285066636659043
"GNM_001","included",NA,"Authors provided","Gladalski M.; Banbura M.; Kalinski A.; Markowski M.; Skwarska J.; Wawrzyniak J.; Zielinski P.; Banbura J.","2020","Lodz_Poland","3",1,"GNM_001_1",1,"GNM_001_1",3,"GNM_001_1_3","Cyanistes caeruleus","Lavandula angustifolia, Achillea millefolium, Helichrysum italicum","grass",1,0,1,"PCH",235.75,"mean",44.58,44.58,"SD",17,17,252.27,"mean",57.35,57.35,"SD",16,16,"glucose concentration","Physiology","sensitivity-analysis","We will not include this in our main analysis and only do a sensitivity analysis for the flagged proxies. We do not consider glucose concentration to be a meaningful fitness proxy because 1. The blood samples of the birds were collected at random time of the day without any strict protocol for between sampling differences. Blood glucose levels could change very rapidly depending on the consumption of food and there could be great between individual variation in the population. Circadian rhythm could also influence the blood sugar levels. 2. Authors themselves call this a less robust proxy - ""The level of blood glucose is considered a reverse (lower concentration of glucose is related to higher body condition) and a less robust (more variable) indicator of body condition than haemoglobin but is also useful in studies of ecophysiology""",-1,NA,NA,NA,NA,NA,NA,NA,"Provided by authors",NA,"c","JMGS","Missing primary data comparison between treatment and experimental nests for glucose data ***write to the  authors***","SD",NA,"no","yes","yes",1,1,"glucose_measure",17.3244235799074,21.487996269295,"pass",46,-0.315030417159818,0.122827228862308,0.315030417159818
"GNM_002","included",NA,"mean and variance","Pires B. A.; Belo A. D. F.; Diamantino F.;  Rabaca J. E.; Merino S.","2020","Portuguese Air Force Base No. 6 - Montijo, Portugal, Tagus Estuary (38Â°41â€™40.45â€™â€™ N, 9Â°02â€™43.55â€™â€™ W).","7",2,"GNM_002_2",2,"GNM_002_2",4,"GNM_002_2_4","Cyanistes caeruleus","Lavandula dentata L, Calamintha nepeta L, Dittrichia viscosa L","grass",1,1,1,"both",1.8359024,"mean",0.01990244,0.01990244,"SD",2,2,1.7449756,"mean",0.02458537,0.02458537,"SD",3,3,"Nestling tarsus length (large brood)","Morphology","include","We considered this a proxy of general fitness because we cannot separate the mechanistic hypothesis for it i.e. we cannot say why the nestling tarsus length was different between the groups. We do not know if this measure is support for CH or PCH and therefore will be included in general fitness proxy.",1,NA,NA,NA,NA,NA,NA,NA,"Fig 1",NA,"c","SD","I have extracted the effect sizes from the figure instead of the ANOVA since they were presented for all years in both small and large brood size with mean and variance. I consider the years to be different experiment and large and small brood to be different group of individuals.","SD",NA,"no","no","no",1,1,"nestling_tarsus_length",113.477858411217,115.959341814854,"pass",70,2.84456562200752,1.64248869112404,2.84456562200752
"GNM_002","included",NA,"mean and variance","Pires B. A.; Belo A. D. F.; Diamantino F.;  Rabaca J. E.; Merino S.","2020","Portuguese Air Force Base No. 6 - Montijo, Portugal, Tagus Estuary (38Â°41â€™40.45â€™â€™ N, 9Â°02â€™43.55â€™â€™ W).","8",3,"GNM_002_3",2,"GNM_002_2",4,"GNM_002_2_4","Cyanistes caeruleus","Lavandula dentata L, Calamintha nepeta L, Dittrichia viscosa L","grass",1,1,1,"both",1.8515122,"mean",0.01717073,0.01717073,"SD",6,6,1.8148293,"mean",0.01404878,0.01404878,"SD",4,4,"Nestling tarsus length (large brood)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 1",NA,"c","SD","I have extracted the effect sizes from the figure instead of the ANOVA since they were presented for all years in both small and large brood size with mean and variance. I consider the years to be different experiment and large and small brood to be different group of individuals.","SD",NA,"no","no","no",1,1,"nestling_tarsus_length",243.16341138435,253.562296817689,"pass",70,2.06043867656704,0.628937043661333,2.06043867656704
"GNM_002","included",NA,"mean and variance","Pires B. A.; Belo A. D. F.; Diamantino F.;  Rabaca J. E.; Merino S.","2020","Portuguese Air Force Base No. 6 - Montijo, Portugal, Tagus Estuary (38Â°41â€™40.45â€™â€™ N, 9Â°02â€™43.55â€™â€™ W).","9",4,"GNM_002_4",2,"GNM_002_2",4,"GNM_002_2_4","Cyanistes caeruleus","Lavandula dentata L, Calamintha nepeta L, Dittrichia viscosa L","grass",1,1,1,"both",1.8300488,"mean",0.01326829,0.01326829,"SD",4,4,1.8226341,"mean",0.01717073,0.01717073,"SD",7,7,"Nestling tarsus length (large brood)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 1",NA,"c","SD","I have extracted the effect sizes from the figure instead of the ANOVA since they were presented for all years in both small and large brood size with mean and variance. I consider the years to be different experiment and large and small brood to be different group of individuals.","SD",NA,"no","no","no",1,1,"nestling_tarsus_length",271.156353886364,259.626352843996,"pass",70,0.424138064247809,0.40103410183641,0.424138064247809
"GNM_002","included",NA,"mean and variance","Pires B. A.; Belo A. D. F.; Diamantino F.;  Rabaca J. E.; Merino S.","2020","Portuguese Air Force Base No. 6 - Montijo, Portugal, Tagus Estuary (38Â°41â€™40.45â€™â€™ N, 9Â°02â€™43.55â€™â€™ W).","10",5,"GNM_002_5",3,"GNM_002_3",4,"GNM_002_3_4","Cyanistes caeruleus","Lavandula dentata L, Calamintha nepeta L, Dittrichia viscosa L","grass",1,1,1,"both",1.8065548,"mean",0.01653784,0.01653784,"SD",4,4,1.8316795,"mean",0.02003623,0.02003623,"SD",3,3,"Nestling tarsus length (small brood)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 1",NA,"c","SD","I have extracted the effect sizes from the figure instead of the ANOVA since they were presented for all years in both small and large brood size with mean and variance. I consider the years to be different experiment and large and small brood to be different group of individuals.","SD",NA,"no","no","no",1,1,"nestling_tarsus_length",146.161165533975,205.623814305645,"pass",70,-1.17230094067332,0.681496868726444,-1.17230094067332
"GNM_002","included",NA,"mean and variance","Pires B. A.; Belo A. D. F.; Diamantino F.;  Rabaca J. E.; Merino S.","2020","Portuguese Air Force Base No. 6 - Montijo, Portugal, Tagus Estuary (38Â°41â€™40.45â€™â€™ N, 9Â°02â€™43.55â€™â€™ W).","11",2,"GNM_002_2",3,"GNM_002_3",4,"GNM_002_3_4","Cyanistes caeruleus","Lavandula dentata L, Calamintha nepeta L, Dittrichia viscosa L","grass",1,1,1,"both",1.8383583,"mean",0.01621981,0.01621981,"SD",4,4,1.8434469,"mean",0.01303945,0.01303945,"SD",6,6,"Nestling tarsus length (small brood)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 1",NA,"c","SD","I have extracted the effect sizes from the figure instead of the ANOVA since they were presented for all years in both small and large brood size with mean and variance. I consider the years to be different experiment and large and small brood to be different group of individuals.","SD",NA,"no","no","no",1,1,"nestling_tarsus_length",332.4437842086,213.346466631926,"pass",70,-0.320884057821388,0.421814995594863,-0.320884057821388
"GNM_002","included",NA,"mean and variance","Pires B. A.; Belo A. D. F.; Diamantino F.;  Rabaca J. E.; Merino S.","2020","Portuguese Air Force Base No. 6 - Montijo, Portugal, Tagus Estuary (38Â°41â€™40.45â€™â€™ N, 9Â°02â€™43.55â€™â€™ W).","12",3,"GNM_002_3",3,"GNM_002_3",4,"GNM_002_3_4","Cyanistes caeruleus","Lavandula dentata L, Calamintha nepeta L, Dittrichia viscosa L","grass",1,1,1,"both",1.845037,"mean",0.02417069,0.02417069,"SD",2,2,1.8230926,"mean",0.01590177,0.01590177,"SD",4,4,"Nestling tarsus length (small brood)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 1",NA,"c","SD","I have extracted the effect sizes from the figure instead of the ANOVA since they were presented for all years in both small and large brood size with mean and variance. I consider the years to be different experiment and large and small brood to be different group of individuals.","SD",NA,"no","no","no",1,1,"nestling_tarsus_length",215.806398762343,95.9574076786635,"pass",70,0.955618802145452,0.826100607917826,0.955618802145452
"GNM_016","included",NA,"mean and variance, sample sizes of individuals and not nests","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).","13",1,"GNM_016_1",1,"GNM_016_1",1,"GNM_016_1_1","Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",82.2,"mean",0.52,2.70199925980745,"SE",27,27,84.1,"mean",0.45,2.33826859021798,"SE",27,27,"fledgling body mass (males)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Sample sizes from fig 1 and data from the first paragraph of results section (fledgling production)",NA,"b","JMGS","***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years","SD","Authors also say : ""The primary sex ratio was male-biased in the experimental nests in all the years of the experiment: 2002 (results published in Polo et al. 2004), 2004, 2005, and 2006 (0.50 ± 0.026 vs. 0.43 ± 0.026 mean sex ratio ± SE in control vs. experimental nests; data corrected for common mothers; F1, 225.7 = 4.77, P = 0.03). The effect of greenery on increasing the proportion of males is consistent and confirms the previous results found by Polo et al. (2004)."" But we do not consider sex ratio as a proxy of fitness here.","no","yes","no",1,1,"fledgeling_mass",185.174311926605,156.626676076217,"pass",70,-0.741065708903942,0.0791590591195676,-0.741065708903942
